HEADER_TIME_STAMP,X,Y,Z
2018-06-14 12:06:52.311,-0.058,0.067,1.012
2018-06-14 12:06:52.331,-0.059,0.063,1.012
2018-06-14 12:06:52.352,-0.062,0.067,1.015
2018-06-14 12:06:52.371,-0.057,0.071,1.009
2018-06-14 12:06:52.392,-0.058,0.067,1.013
2018-06-14 12:06:52.412,-0.057,0.071,1.012
2018-06-14 12:06:52.431,-0.057,0.066,1.013
2018-06-14 12:06:52.451,-0.062,0.064,1.011
2018-06-14 12:06:52.472,-0.061,0.067,1.010
2018-06-14 12:06:52.491,-0.059,0.067,1.012
2018-06-14 12:06:52.511,-0.059,0.067,1.011
2018-06-14 12:06:52.533,-0.060,0.068,1.012
2018-06-14 12:06:52.551,-0.060,0.068,1.011
2018-06-14 12:06:52.572,-0.061,0.067,1.014
2018-06-14 12:06:52.592,-0.063,0.067,1.009
2018-06-14 12:06:52.611,-0.059,0.066,1.010
2018-06-14 12:06:52.632,-0.059,0.064,1.008
2018-06-14 12:06:52.651,-0.058,0.062,1.009
2018-06-14 12:06:52.671,-0.062,0.067,1.013
2018-06-14 12:06:52.691,-0.060,0.066,1.010
2018-06-14 12:06:52.712,-0.061,0.068,1.009
2018-06-14 12:06:52.731,-0.060,0.067,1.012
2018-06-14 12:06:52.751,-0.060,0.067,1.007
2018-06-14 12:06:52.771,-0.062,0.068,1.012
2018-06-14 12:06:52.792,-0.061,0.065,1.014
2018-06-14 12:06:52.811,-0.059,0.068,1.011
2018-06-14 12:06:52.832,-0.059,0.067,1.011
2018-06-14 12:06:52.851,-0.058,0.064,1.013
2018-06-14 12:06:52.872,-0.060,0.065,1.011
2018-06-14 12:06:52.891,-0.060,0.067,1.009
2018-06-14 12:06:52.912,-0.060,0.067,1.013
2018-06-14 12:06:52.931,-0.058,0.066,1.006
2018-06-14 12:06:52.952,-0.058,0.068,1.012
2018-06-14 12:06:52.971,-0.062,0.067,1.013
2018-06-14 12:06:52.992,-0.059,0.066,1.016
2018-06-14 12:06:53.012,-0.060,0.066,1.010
2018-06-14 12:06:53.031,-0.062,0.067,1.008
2018-06-14 12:06:53.052,-0.061,0.066,1.009
2018-06-14 12:06:53.071,-0.061,0.065,1.009
2018-06-14 12:06:53.091,-0.062,0.065,1.013
2018-06-14 12:06:53.111,-0.062,0.066,1.013
2018-06-14 12:06:53.132,-0.062,0.064,1.013
2018-06-14 12:06:53.151,-0.060,0.064,1.013
